Line	Date	Time	SpectrumFile	LibraryFile	Water vapor H2O	Unit	 Compensation	 Residual	Carbon dioxide CO2	Unit	 Compensation	 Residual	Carbon monoxide CO High	Unit	 Compensation	 Residual	Nitrous oxide N2O	Unit	 Compensation	 Residual	Nitrogen monoxide NO	Unit	 Compensation	 Residual	Nitrogen dioxide NO2	Unit	 Compensation	 Residual	Sulfur dioxide SO2 High	Unit	 Compensation	 Residual	Ammonia NH3	Unit	 Compensation	 Residual	Hydrogen chloride HCl	Unit	 Compensation	 Residual	Hydrogen fluoride HF	Unit	 Compensation	 Residual	Methane CH4 High	Unit	 Compensation	 Residual	Ethane C2H6	Unit	 Compensation	 Residual	Ethylene C2H4	Unit	 Compensation	 Residual	Propane C3H8	Unit	 Compensation	 Residual	Formaldehyde CHOH	Unit	 Compensation	 Residual	Benzen	Unit	 Compensation	 Residual	Toluen	Unit	 Compensation	 Residual	Carbon monoxide CO Low	Unit	 Compensation	 Residual	Sulfur dioxide Low	Unit	 Compensation	 Residual	Methane Low	Unit	 Compensation	 Residual	Zr Oxygen	Unit	 Compensation	 Residual	 Status
0	2022-10-19	11:25:28		EC1.LIB	  1.16	vol-%	Wet	0.0008	 -0.03	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0011	  0.30	ppm	Wet	0.0011	  0.12	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0082	  4.70	ppm	Wet	0.0018	  0.16	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0012	  4.46	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0007	  0.04	ppm	Wet	0.0002	  1.12	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0009	  0.17	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.46	ppm	Wet	0.0000	 20.55	vol-%	Wet	0.0000	OK
0	2022-10-19	11:25:40		EC1.LIB	  1.16	vol-%	Wet	0.0011	 -0.04	vol-%	Wet	0.0016	  0.00	vol-%	Wet	0.0011	  0.28	ppm	Wet	0.0011	  1.16	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0005	  0.00	ppm	Wet	0.0083	  4.59	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0014	  4.05	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0005	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0005	  0.00	ppm	Wet	0.0002	  1.05	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0007	  0.30	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.05	ppm	Wet	0.0000	 20.57	vol-%	Wet	0.0000	OK
0	2022-10-19	11:25:52		EC1.LIB	  1.15	vol-%	Wet	0.0010	 -0.03	vol-%	Wet	0.0016	  0.00	vol-%	Wet	0.0011	  0.30	ppm	Wet	0.0011	  0.21	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0005	  0.00	ppm	Wet	0.0082	  4.93	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0013	  4.74	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0006	  0.11	ppm	Wet	0.0002	  1.12	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0008	  0.19	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.74	ppm	Wet	0.0000	 20.54	vol-%	Wet	0.0000	OK
0	2022-10-19	11:26:01		EC1.LIB	  1.15	vol-%	Wet	0.0012	 -0.01	vol-%	Wet	0.0016	  0.00	vol-%	Wet	0.0012	  0.27	ppm	Wet	0.0011	  1.37	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0004	  0.00	ppm	Wet	0.0083	  4.72	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0015	  4.56	ppm	Wet	0.0010	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0007	  0.04	ppm	Wet	0.0002	  1.09	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0010	  0.31	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.56	ppm	Wet	0.0000	 20.55	vol-%	Wet	0.0000	OK
0	2022-10-19	11:26:08		EC1.LIB	  1.16	vol-%	Wet	0.0010	 -0.03	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0010	  0.30	ppm	Wet	0.0010	  0.89	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  4.84	ppm	Wet	0.0018	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0015	  4.74	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0002	  0.95	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0009	  0.34	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.74	ppm	Wet	0.0000	 20.54	vol-%	Wet	0.0000	OK
0	2022-10-19	11:26:19		EC1.LIB	  1.15	vol-%	Wet	0.0012	 -0.03	vol-%	Wet	0.0016	  0.00	vol-%	Wet	0.0011	  0.30	ppm	Wet	0.0011	  0.09	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0082	  4.87	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0015	  4.15	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.11	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0002	  1.14	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0008	  0.02	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.15	ppm	Wet	0.0000	 20.54	vol-%	Wet	0.0000	OK
0	2022-10-19	11:26:31		EC1.LIB	  1.16	vol-%	Wet	0.0009	 -0.04	vol-%	Wet	0.0015	  0.00	vol-%	Wet	0.0010	  0.26	ppm	Wet	0.0011	  0.25	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  5.14	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0013	  4.78	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0003	  1.08	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0009	  0.19	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.78	ppm	Wet	0.0000	 20.57	vol-%	Wet	0.0000	OK
0	2022-10-19	11:26:43		EC1.LIB	  1.16	vol-%	Wet	0.0009	 -0.03	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0010	  0.30	ppm	Wet	0.0010	  0.39	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0081	  4.86	ppm	Wet	0.0017	  0.04	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0013	  4.85	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.07	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0006	  0.03	ppm	Wet	0.0003	  1.11	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0009	  0.21	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.85	ppm	Wet	0.0000	 20.54	vol-%	Wet	0.0000	OK
0	2022-10-19	11:26:50		EC1.LIB	  1.16	vol-%	Wet	0.0010	 -0.04	vol-%	Wet	0.0018	  0.00	vol-%	Wet	0.0011	  0.28	ppm	Wet	0.0011	  0.02	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0084	  4.82	ppm	Wet	0.0018	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0012	  4.67	ppm	Wet	0.0010	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0007	  0.11	ppm	Wet	0.0003	  1.18	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0007	  0.15	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.67	ppm	Wet	0.0000	 20.55	vol-%	Wet	0.0000	OK
0	2022-10-19	11:27:00		EC1.LIB	  1.16	vol-%	Wet	0.0011	 -0.03	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0011	  0.27	ppm	Wet	0.0011	  1.23	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0004	  0.00	ppm	Wet	0.0083	  5.06	ppm	Wet	0.0018	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0015	  4.62	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.10	ppm	Wet	0.0018	  0.00	ppm	Wet	0.0006	  0.14	ppm	Wet	0.0003	  1.10	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0008	  0.31	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.62	ppm	Wet	0.0000	 20.55	vol-%	Wet	0.0000	OK
0	2022-10-19	11:27:12		EC1.LIB	  1.15	vol-%	Wet	0.0010	 -0.03	vol-%	Wet	0.0015	  0.00	vol-%	Wet	0.0011	  0.28	ppm	Wet	0.0011	  0.39	ppm	Wet	0.0030	  0.00	ppm	Wet	0.0005	  0.00	ppm	Wet	0.0082	  5.10	ppm	Wet	0.0015	  0.17	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0014	  4.55	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0003	  1.05	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0008	  0.12	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.55	ppm	Wet	0.0000	 20.53	vol-%	Wet	0.0000	OK
0	2022-10-19	11:27:24		EC1.LIB	  1.16	vol-%	Wet	0.0011	 -0.03	vol-%	Wet	0.0014	  0.00	vol-%	Wet	0.0010	  0.26	ppm	Wet	0.0010	  0.35	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  4.91	ppm	Wet	0.0014	  0.02	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0014	  4.66	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0013	  0.00	ppm	Wet	0.0007	  0.08	ppm	Wet	0.0003	  1.11	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0007	  0.18	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.66	ppm	Wet	0.0000	 20.54	vol-%	Wet	0.0000	OK
0	2022-10-19	11:27:34		EC1.LIB	  1.16	vol-%	Wet	0.0010	 -0.03	vol-%	Wet	0.0014	  0.00	vol-%	Wet	0.0011	  0.29	ppm	Wet	0.0011	  0.60	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  4.73	ppm	Wet	0.0014	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0014	  4.49	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0014	  0.00	ppm	Wet	0.0006	  0.04	ppm	Wet	0.0003	  1.02	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0008	  0.27	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.49	ppm	Wet	0.0000	 20.57	vol-%	Wet	0.0000	OK
0	2022-10-19	11:27:41		EC1.LIB	  1.15	vol-%	Wet	0.0010	 -0.01	vol-%	Wet	0.0015	  0.00	vol-%	Wet	0.0012	  0.27	ppm	Wet	0.0011	  1.22	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  4.85	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0013	  4.07	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0006	  0.22	ppm	Wet	0.0003	  1.04	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0008	  0.42	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.07	ppm	Wet	0.0000	 20.55	vol-%	Wet	0.0000	OK
0	2022-10-19	11:27:52		EC1.LIB	  1.14	vol-%	Wet	0.0010	 -0.03	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0010	  0.28	ppm	Wet	0.0010	  1.65	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  4.65	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0013	  4.38	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0004	  1.03	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0010	  0.35	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.38	ppm	Wet	0.0000	 20.54	vol-%	Wet	0.0000	OK
0	2022-10-19	11:28:03		EC1.LIB	  1.16	vol-%	Wet	0.0011	 -0.01	vol-%	Wet	0.0016	  0.00	vol-%	Wet	0.0011	  0.30	ppm	Wet	0.0011	  1.19	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  4.74	ppm	Wet	0.0016	  0.14	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0014	  4.28	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0007	  0.05	ppm	Wet	0.0002	  1.08	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0009	  0.30	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.28	ppm	Wet	0.0000	 20.56	vol-%	Wet	0.0000	OK
0	2022-10-19	11:28:16		EC1.LIB	  1.16	vol-%	Wet	0.0012	 -0.01	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0011	  0.27	ppm	Wet	0.0011	  1.21	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0082	  4.60	ppm	Wet	0.0017	  0.07	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0015	  4.07	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0006	  0.01	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0003	  1.06	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0008	  0.34	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.07	ppm	Wet	0.0000	 20.56	vol-%	Wet	0.0000	OK
0	2022-10-19	11:28:23		EC1.LIB	  1.16	vol-%	Wet	0.0011	 -0.02	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0011	  0.31	ppm	Wet	0.0011	  0.27	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  4.83	ppm	Wet	0.0017	  0.18	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0014	  4.37	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0003	  0.98	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0008	  0.26	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.37	ppm	Wet	0.0000	 20.54	vol-%	Wet	0.0000	OK
0	2022-10-19	11:28:33		EC1.LIB	  1.15	vol-%	Wet	0.0012	 -0.02	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0011	  0.29	ppm	Wet	0.0011	  0.43	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0005	  0.00	ppm	Wet	0.0081	  4.79	ppm	Wet	0.0017	  0.47	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0016	  4.29	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0007	  0.05	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0007	  0.02	ppm	Wet	0.0003	  1.13	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0010	  0.19	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.29	ppm	Wet	0.0000	 20.54	vol-%	Wet	0.0000	OK
0	2022-10-19	11:28:45		EC1.LIB	  1.16	vol-%	Wet	0.0011	 -0.04	vol-%	Wet	0.0013	  0.00	vol-%	Wet	0.0011	  0.26	ppm	Wet	0.0011	  1.23	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0004	  0.00	ppm	Wet	0.0082	  4.88	ppm	Wet	0.0013	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0014	  4.64	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0013	  0.00	ppm	Wet	0.0006	  0.07	ppm	Wet	0.0002	  1.08	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0008	  0.37	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.64	ppm	Wet	0.0000	 20.55	vol-%	Wet	0.0000	OK
0	2022-10-19	11:28:57		EC1.LIB	  1.16	vol-%	Wet	0.0010	 -0.03	vol-%	Wet	0.0015	  0.00	vol-%	Wet	0.0011	  0.25	ppm	Wet	0.0011	  0.99	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  4.79	ppm	Wet	0.0015	  0.23	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0013	  4.65	ppm	Wet	0.0010	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0014	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0002	  1.06	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0009	  0.33	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.65	ppm	Wet	0.0000	 20.56	vol-%	Wet	0.0000	OK
0	2022-10-19	11:29:07		EC1.LIB	  1.16	vol-%	Wet	0.0011	 -0.02	vol-%	Wet	0.0014	  0.00	vol-%	Wet	0.0011	  0.27	ppm	Wet	0.0011	  1.45	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0004	  0.00	ppm	Wet	0.0082	  4.47	ppm	Wet	0.0014	  0.03	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0013	  4.62	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0013	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0003	  1.06	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0009	  0.37	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.62	ppm	Wet	0.0000	 20.57	vol-%	Wet	0.0000	OK
0	2022-10-19	11:29:14		EC1.LIB	  1.15	vol-%	Wet	0.0011	 -0.05	vol-%	Wet	0.0016	  0.00	vol-%	Wet	0.0011	  0.26	ppm	Wet	0.0011	  1.14	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0082	  5.04	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0014	  4.55	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0003	  1.15	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0008	  0.35	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.55	ppm	Wet	0.0000	 20.52	vol-%	Wet	0.0000	OK
0	2022-10-19	11:29:25		EC1.LIB	  1.16	vol-%	Wet	0.0012	 -0.01	vol-%	Wet	0.0016	  0.00	vol-%	Wet	0.0011	  0.28	ppm	Wet	0.0010	  0.87	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0004	  0.00	ppm	Wet	0.0083	  4.67	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0015	  4.19	ppm	Wet	0.0010	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0004	  1.12	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0008	  0.51	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.19	ppm	Wet	0.0000	 20.53	vol-%	Wet	0.0000	OK
0	2022-10-19	11:29:36		EC1.LIB	  1.15	vol-%	Wet	0.0010	 -0.03	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0010	  0.29	ppm	Wet	0.0010	  1.49	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0081	  4.82	ppm	Wet	0.0018	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0013	  4.85	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0002	  1.05	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0009	  0.30	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.85	ppm	Wet	0.0000	 20.52	vol-%	Wet	0.0000	OK
0	2022-10-19	11:29:49		EC1.LIB	  1.15	vol-%	Wet	0.0011	 -0.04	vol-%	Wet	0.0015	  0.00	vol-%	Wet	0.0011	  0.29	ppm	Wet	0.0011	  0.09	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0083	  4.35	ppm	Wet	0.0015	  0.10	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0014	  4.27	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0003	  1.11	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0008	  0.12	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.27	ppm	Wet	0.0000	 20.53	vol-%	Wet	0.0000	OK
0	2022-10-19	11:29:56		EC1.LIB	  1.16	vol-%	Wet	0.0011	 -0.03	vol-%	Wet	0.0015	  0.00	vol-%	Wet	0.0010	  0.26	ppm	Wet	0.0010	  0.46	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0082	  4.77	ppm	Wet	0.0016	  0.02	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0014	  4.41	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0002	  1.08	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0008	  0.24	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.41	ppm	Wet	0.0000	 20.53	vol-%	Wet	0.0000	OK
0	2022-10-19	11:30:06		EC1.LIB	  1.16	vol-%	Wet	0.0010	 -0.01	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0012	  0.30	ppm	Wet	0.0011	  0.29	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0004	  0.00	ppm	Wet	0.0083	  4.64	ppm	Wet	0.0017	  0.15	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0012	  4.49	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0006	  0.06	ppm	Wet	0.0002	  1.14	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0009	  0.23	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.49	ppm	Wet	0.0000	 20.53	vol-%	Wet	0.0000	OK
0	2022-10-19	11:30:18		EC1.LIB	  1.15	vol-%	Wet	0.0011	 -0.02	vol-%	Wet	0.0016	  0.00	vol-%	Wet	0.0011	  0.28	ppm	Wet	0.0011	  0.37	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0004	  0.00	ppm	Wet	0.0082	  4.30	ppm	Wet	0.0017	  0.11	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0013	  4.57	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0003	  1.02	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0009	  0.23	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.57	ppm	Wet	0.0000	 20.53	vol-%	Wet	0.0000	OK
0	2022-10-19	11:30:30		EC1.LIB	  1.14	vol-%	Wet	0.0010	 -0.03	vol-%	Wet	0.0015	  0.00	vol-%	Wet	0.0010	  0.28	ppm	Wet	0.0010	  0.20	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0082	  4.65	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0015	  4.48	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0003	  1.05	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0009	  0.28	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.48	ppm	Wet	0.0000	 20.55	vol-%	Wet	0.0000	OK
0	2022-10-19	11:30:37		EC1.LIB	  1.15	vol-%	Wet	0.0010	 -0.04	vol-%	Wet	0.0014	  0.00	vol-%	Wet	0.0011	  0.26	ppm	Wet	0.0011	  1.22	ppm	Wet	0.0032	  0.00	ppm	Wet	0.0003	  0.00	ppm	Wet	0.0082	  4.58	ppm	Wet	0.0014	  0.04	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0013	  4.65	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0006	  0.23	ppm	Wet	0.0014	  0.00	ppm	Wet	0.0006	  0.02	ppm	Wet	0.0003	  1.08	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0008	  0.29	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  4.65	ppm	Wet	0.0000	 20.51	vol-%	Wet	0.0000	OK
0	2022-10-19	11:30:47		EC1.LIB	  1.15	vol-%	Wet	0.0011	 -0.05	vol-%	Wet	0.0017	  0.00	vol-%	Wet	0.0011	  0.28	ppm	Wet	0.0011	  0.93	ppm	Wet	0.0031	  0.00	ppm	Wet	0.0004	  0.00	ppm	Wet	0.0082	  4.58	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0002	  0.00	ppm	Wet	0.0015	  5.00	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0007	  0.34	ppm	Wet	0.0017	  0.00	ppm	Wet	0.0007	  0.00	ppm	Wet	0.0002	  1.16	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0010	  0.37	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	  5.00	ppm	Wet	0.0000	 20.52	vol-%	Wet	0.0000	OK
