Line	Date	Time	SpectrumFile	LibraryFile	Water vapor H2O	Unit	 Compensation	 Residual	Carbon dioxide CO2	Unit	 Compensation	 Residual	Carbon monoxide CO High	Unit	 Compensation	 Residual	Nitrous oxide N2O	Unit	 Compensation	 Residual	Nitrogen monoxide NO	Unit	 Compensation	 Residual	Nitrogen dioxide NO2	Unit	 Compensation	 Residual	Sulfur dioxide SO2 High	Unit	 Compensation	 Residual	Ammonia NH3	Unit	 Compensation	 Residual	Hydrogen chloride HCl	Unit	 Compensation	 Residual	Hydrogen fluoride HF	Unit	 Compensation	 Residual	Methane CH4 High	Unit	 Compensation	 Residual	Ethane C2H6	Unit	 Compensation	 Residual	Ethylene C2H4	Unit	 Compensation	 Residual	Propane C3H8	Unit	 Compensation	 Residual	Formaldehyde CHOH	Unit	 Compensation	 Residual	Benzen	Unit	 Compensation	 Residual	Toluen	Unit	 Compensation	 Residual	Carbon monoxide CO Low	Unit	 Compensation	 Residual	Sulfur dioxide Low	Unit	 Compensation	 Residual	Methane Low	Unit	 Compensation	 Residual	Zr Oxygen	Unit	 Compensation	 Residual	 Status
0	2022-10-19	10:36:07		EC1.LIB	  5.11	vol-%	Wet	0.0320	  5.35	vol-%	Wet	0.0076	  1.19	vol-%	Wet	0.0186	  1.83	ppm	Wet	0.0171	168.32	ppm	Wet	0.0127	  0.00	ppm	Wet	0.0013	  0.00	ppm	Wet	0.0416	127.61	ppm	Wet	0.0073	  0.81	ppm	Wet	0.0007	  2.59	ppm	Wet	0.0364	336.48	ppm	Wet	0.0257	 11.71	ppm	Wet	0.0251	 55.55	ppm	Wet	0.0071	  0.00	ppm	Wet	0.0257	 16.91	ppm	Wet	0.0007	 44.01	ppm	Wet	0.0227	  0.00	ppm	Wet	0.0227	11923.55	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	336.48	ppm	Wet	0.0000	 11.39	vol-%	Wet	0.0000	Error
0	2022-10-19	10:36:19		EC1.LIB	  4.92	vol-%	Wet	0.0290	  5.39	vol-%	Wet	0.0063	  1.12	vol-%	Wet	0.0180	  1.52	ppm	Wet	0.0165	157.95	ppm	Wet	0.0123	  0.00	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0385	119.60	ppm	Wet	0.0062	  1.35	ppm	Wet	0.0006	  2.51	ppm	Wet	0.0335	279.88	ppm	Wet	0.0230	 10.82	ppm	Wet	0.0225	 38.48	ppm	Wet	0.0061	  0.00	ppm	Wet	0.0221	 15.17	ppm	Wet	0.0006	 34.25	ppm	Wet	0.0282	  0.00	ppm	Wet	0.0256	11171.02	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	279.88	ppm	Wet	0.0000	 10.34	vol-%	Wet	0.0000	Error
0	2022-10-19	10:36:26		EC1.LIB	  4.66	vol-%	Wet	0.0441	  5.90	vol-%	Wet	0.0072	  1.27	vol-%	Wet	0.0192	  1.84	ppm	Wet	0.0176	160.45	ppm	Wet	0.0137	  2.14	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0460	118.04	ppm	Wet	0.0075	  1.24	ppm	Wet	0.0009	  3.76	ppm	Wet	0.0502	332.59	ppm	Wet	0.0317	  8.43	ppm	Wet	0.0345	 71.49	ppm	Wet	0.0072	  0.00	ppm	Wet	0.0319	 15.74	ppm	Wet	0.0011	 45.37	ppm	Wet	0.0414	  0.00	ppm	Wet	0.0387	12721.93	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	332.59	ppm	Wet	0.0000	  9.08	vol-%	Wet	0.0000	Error
0	2022-10-19	10:36:37		EC1.LIB	  3.87	vol-%	Wet	0.0762	  6.30	vol-%	Wet	0.0111	  1.71	vol-%	Wet	0.0223	  2.39	ppm	Wet	0.0202	181.12	ppm	Wet	0.0173	 13.06	ppm	Wet	0.0011	  0.00	ppm	Wet	0.0605	121.01	ppm	Wet	0.0114	  1.34	ppm	Wet	0.0012	  8.68	ppm	Wet	0.0867	616.95	ppm	Wet	0.0540	 10.77	ppm	Wet	0.0614	195.55	ppm	Wet	0.0112	  0.00	ppm	Wet	0.0626	 19.04	ppm	Wet	0.0017	 85.94	ppm	Wet	0.0721	  0.00	ppm	Wet	0.0691	17052.23	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	616.95	ppm	Wet	0.0000	  7.76	vol-%	Wet	0.0000	Error
0	2022-10-19	10:36:48		EC1.LIB	  3.75	vol-%	Wet	0.0855	  6.07	vol-%	Wet	0.0133	  1.78	vol-%	Wet	0.0225	  2.58	ppm	Wet	0.0204	189.13	ppm	Wet	0.0181	 10.25	ppm	Wet	0.0011	  0.00	ppm	Wet	0.0647	124.62	ppm	Wet	0.0135	  1.63	ppm	Wet	0.0015	  9.44	ppm	Wet	0.0966	863.32	ppm	Wet	0.0602	 12.81	ppm	Wet	0.0591	260.78	ppm	Wet	0.0135	  0.00	ppm	Wet	0.0777	 21.44	ppm	Wet	0.0019	112.60	ppm	Wet	0.0700	  0.00	ppm	Wet	0.0663	17766.20	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	863.32	ppm	Wet	0.0000	  8.64	vol-%	Wet	0.0000	Error
0	2022-10-19	10:37:00		EC1.LIB	  4.12	vol-%	Wet	0.0730	  5.85	vol-%	Wet	0.0117	  1.53	vol-%	Wet	0.0212	  2.53	ppm	Wet	0.0192	185.87	ppm	Wet	0.0169	  1.82	ppm	Wet	0.0012	  0.00	ppm	Wet	0.0596	126.69	ppm	Wet	0.0119	  0.97	ppm	Wet	0.0012	  8.39	ppm	Wet	0.0823	757.92	ppm	Wet	0.0516	  9.19	ppm	Wet	0.0528	213.95	ppm	Wet	0.0118	  0.00	ppm	Wet	0.0677	 19.47	ppm	Wet	0.0016	105.75	ppm	Wet	0.0437	  0.00	ppm	Wet	0.0441	15265.82	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	757.92	ppm	Wet	0.0000	  9.72	vol-%	Wet	0.0000	Error
0	2022-10-19	10:37:10		EC1.LIB	  4.20	vol-%	Wet	0.0657	  5.69	vol-%	Wet	0.0100	  1.36	vol-%	Wet	0.0198	  2.47	ppm	Wet	0.0181	177.85	ppm	Wet	0.0159	  5.55	ppm	Wet	0.0011	  0.00	ppm	Wet	0.0561	126.28	ppm	Wet	0.0102	  1.20	ppm	Wet	0.0012	  5.73	ppm	Wet	0.0745	495.49	ppm	Wet	0.0470	  6.53	ppm	Wet	0.0467	146.94	ppm	Wet	0.0100	  0.00	ppm	Wet	0.0578	 15.80	ppm	Wet	0.0015	 85.29	ppm	Wet	0.0517	  0.00	ppm	Wet	0.0488	13600.45	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	495.49	ppm	Wet	0.0000	 10.51	vol-%	Wet	0.0000	Error
0	2022-10-19	10:37:17		EC1.LIB	  4.71	vol-%	Wet	0.0468	  5.36	vol-%	Wet	0.0080	  1.18	vol-%	Wet	0.0186	  2.40	ppm	Wet	0.0171	161.66	ppm	Wet	0.0139	  2.80	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0479	122.55	ppm	Wet	0.0083	  1.07	ppm	Wet	0.0007	  4.23	ppm	Wet	0.0533	358.99	ppm	Wet	0.0336	  4.85	ppm	Wet	0.0353	 83.32	ppm	Wet	0.0080	  0.00	ppm	Wet	0.0421	 14.67	ppm	Wet	0.0011	 62.44	ppm	Wet	0.0379	  0.00	ppm	Wet	0.0352	11754.09	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	358.99	ppm	Wet	0.0000	 11.01	vol-%	Wet	0.0000	Error
0	2022-10-19	10:37:28		EC1.LIB	  5.15	vol-%	Wet	0.0285	  5.15	vol-%	Wet	0.0063	  0.91	vol-%	Wet	0.0173	  2.23	ppm	Wet	0.0159	145.26	ppm	Wet	0.0122	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0382	118.43	ppm	Wet	0.0065	  0.78	ppm	Wet	0.0006	  2.39	ppm	Wet	0.0328	288.04	ppm	Wet	0.0248	  5.38	ppm	Wet	0.0246	 45.96	ppm	Wet	0.0064	  0.00	ppm	Wet	0.0271	 13.82	ppm	Wet	0.0006	 43.93	ppm	Wet	0.0232	  0.00	ppm	Wet	0.0202	9054.98	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	288.04	ppm	Wet	0.0000	 11.90	vol-%	Wet	0.0000	Error
0	2022-10-19	10:37:40		EC1.LIB	  5.17	vol-%	Wet	0.0203	  5.03	vol-%	Wet	0.0055	  0.79	vol-%	Wet	0.0160	  1.90	ppm	Wet	0.0148	142.24	ppm	Wet	0.0112	  0.00	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0344	110.57	ppm	Wet	0.0056	  0.72	ppm	Wet	0.0005	  1.53	ppm	Wet	0.0233	251.42	ppm	Wet	0.0203	  3.63	ppm	Wet	0.0197	 32.44	ppm	Wet	0.0055	  0.00	ppm	Wet	0.0201	 12.83	ppm	Wet	0.0005	 36.45	ppm	Wet	0.0131	  0.00	ppm	Wet	0.0156	7949.44	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	251.42	ppm	Wet	0.0000	 11.52	vol-%	Wet	0.0000	Error
0	2022-10-19	10:37:52		EC1.LIB	  3.31	vol-%	Wet	0.0759	  5.13	vol-%	Wet	0.0138	  1.85	vol-%	Wet	0.0216	  2.11	ppm	Wet	0.0198	185.76	ppm	Wet	0.0174	  4.80	ppm	Wet	0.0018	  0.00	ppm	Wet	0.0556	106.84	ppm	Wet	0.0137	  1.21	ppm	Wet	0.0014	  8.44	ppm	Wet	0.0850	1486.03	ppm	Wet	0.0559	 20.22	ppm	Wet	0.0565	331.80	ppm	Wet	0.0141	  0.00	ppm	Wet	0.0744	 22.33	ppm	Wet	0.0016	115.39	ppm	Wet	0.0511	  0.00	ppm	Wet	0.0570	18462.26	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	1486.03	ppm	Wet	0.0000	  6.94	vol-%	Wet	0.0000	Error
0	2022-10-19	10:37:59		EC1.LIB	  3.13	vol-%	Wet	0.1026	  5.48	vol-%	Wet	0.0201	  2.48	vol-%	Wet	0.0259	  3.23	ppm	Wet	0.0250	185.78	ppm	Wet	0.0196	  7.33	ppm	Wet	0.0027	  0.00	ppm	Wet	0.0552	120.98	ppm	Wet	0.0193	  1.80	ppm	Wet	0.0019	 12.46	ppm	Wet	0.1148	2592.26	ppm	Wet	0.0880	 26.56	ppm	Wet	0.0783	517.61	ppm	Wet	0.0209	  0.00	ppm	Wet	0.1100	 28.68	ppm	Wet	0.0023	179.78	ppm	Wet	0.0637	  0.00	ppm	Wet	0.0704	24772.29	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	2592.26	ppm	Wet	0.0000	  5.88	vol-%	Wet	0.0000	Error
0	2022-10-19	10:38:09		EC1.LIB	  3.48	vol-%	Wet	0.1029	  5.12	vol-%	Wet	0.0218	  2.50	vol-%	Wet	0.0304	  4.29	ppm	Wet	0.0276	213.03	ppm	Wet	0.0226	  0.00	ppm	Wet	0.0041	  0.00	ppm	Wet	0.0424	134.36	ppm	Wet	0.0203	  0.90	ppm	Wet	0.0020	 12.05	ppm	Wet	0.1157	2100.71	ppm	Wet	0.0788	 39.07	ppm	Wet	0.0810	521.37	ppm	Wet	0.0221	  0.00	ppm	Wet	0.1234	 29.21	ppm	Wet	0.0020	197.25	ppm	Wet	0.0252	  0.00	ppm	Wet	0.0282	25039.44	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	2100.71	ppm	Wet	0.0000	  6.72	vol-%	Wet	0.0000	Error
0	2022-10-19	10:38:21		EC1.LIB	  3.81	vol-%	Wet	0.0953	  6.03	vol-%	Wet	0.0162	  2.07	vol-%	Wet	0.0254	  3.62	ppm	Wet	0.0230	204.76	ppm	Wet	0.0197	  7.40	ppm	Wet	0.0016	  0.00	ppm	Wet	0.0683	147.13	ppm	Wet	0.0160	  0.90	ppm	Wet	0.0017	 11.04	ppm	Wet	0.1069	1403.75	ppm	Wet	0.0660	 16.52	ppm	Wet	0.0716	310.83	ppm	Wet	0.0165	  0.00	ppm	Wet	0.0962	 25.28	ppm	Wet	0.0021	145.74	ppm	Wet	0.0760	  0.00	ppm	Wet	0.0824	20655.50	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	1403.75	ppm	Wet	0.0000	  7.97	vol-%	Wet	0.0000	Error
0	2022-10-19	10:38:33		EC1.LIB	  5.02	vol-%	Wet	0.0585	  6.35	vol-%	Wet	0.0110	  1.52	vol-%	Wet	0.0220	  3.49	ppm	Wet	0.0199	191.47	ppm	Wet	0.0156	  3.43	ppm	Wet	0.0011	  0.00	ppm	Wet	0.0536	150.89	ppm	Wet	0.0107	  0.75	ppm	Wet	0.0011	  4.93	ppm	Wet	0.0663	574.87	ppm	Wet	0.0420	 11.93	ppm	Wet	0.0464	125.65	ppm	Wet	0.0107	  0.00	ppm	Wet	0.0566	 22.32	ppm	Wet	0.0012	 82.76	ppm	Wet	0.0534	  0.00	ppm	Wet	0.0496	15164.71	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	574.87	ppm	Wet	0.0000	  8.98	vol-%	Wet	0.0000	Error
0	2022-10-19	10:38:43		EC1.LIB	  5.50	vol-%	Wet	0.0431	  6.30	vol-%	Wet	0.0092	  1.22	vol-%	Wet	0.0198	  3.48	ppm	Wet	0.0180	187.98	ppm	Wet	0.0140	  0.00	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0478	147.56	ppm	Wet	0.0087	  0.47	ppm	Wet	0.0009	  3.44	ppm	Wet	0.0492	351.82	ppm	Wet	0.0331	 10.09	ppm	Wet	0.0334	 71.88	ppm	Wet	0.0088	  0.00	ppm	Wet	0.0389	 19.92	ppm	Wet	0.0009	 59.48	ppm	Wet	0.0354	  0.00	ppm	Wet	0.0320	12208.55	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	351.82	ppm	Wet	0.0000	  9.71	vol-%	Wet	0.0000	Error
0	2022-10-19	10:38:50		EC1.LIB	  5.58	vol-%	Wet	0.0351	  6.24	vol-%	Wet	0.0085	  0.91	vol-%	Wet	0.0181	  3.24	ppm	Wet	0.0164	185.16	ppm	Wet	0.0130	  2.70	ppm	Wet	0.0006	  0.00	ppm	Wet	0.0435	141.85	ppm	Wet	0.0077	  0.63	ppm	Wet	0.0007	  2.65	ppm	Wet	0.0406	246.96	ppm	Wet	0.0281	  4.42	ppm	Wet	0.0284	 48.11	ppm	Wet	0.0082	  0.00	ppm	Wet	0.0303	 16.97	ppm	Wet	0.0008	 47.79	ppm	Wet	0.0269	  0.00	ppm	Wet	0.0239	9084.43	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	246.96	ppm	Wet	0.0000	  9.92	vol-%	Wet	0.0000	Error
0	2022-10-19	10:39:01		EC1.LIB	  6.13	vol-%	Wet	0.0212	  6.20	vol-%	Wet	0.0076	  0.74	vol-%	Wet	0.0166	  2.87	ppm	Wet	0.0151	178.05	ppm	Wet	0.0114	  0.00	ppm	Wet	0.0011	  0.00	ppm	Wet	0.0350	136.14	ppm	Wet	0.0068	  0.66	ppm	Wet	0.0005	  1.38	ppm	Wet	0.0245	197.89	ppm	Wet	0.0212	  2.88	ppm	Wet	0.0199	 27.65	ppm	Wet	0.0070	  0.00	ppm	Wet	0.0197	 15.72	ppm	Wet	0.0005	 37.34	ppm	Wet	0.0109	  0.00	ppm	Wet	0.0174	7374.33	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	197.89	ppm	Wet	0.0000	 10.44	vol-%	Wet	0.0000	Error
0	2022-10-19	10:39:13		EC1.LIB	  4.95	vol-%	Wet	0.0522	  6.39	vol-%	Wet	0.0096	  1.28	vol-%	Wet	0.0193	  2.78	ppm	Wet	0.0173	196.47	ppm	Wet	0.0144	  3.91	ppm	Wet	0.0008	  0.00	ppm	Wet	0.0503	129.10	ppm	Wet	0.0099	  0.81	ppm	Wet	0.0009	  4.71	ppm	Wet	0.0590	601.66	ppm	Wet	0.0364	 10.02	ppm	Wet	0.0407	152.60	ppm	Wet	0.0096	  0.00	ppm	Wet	0.0484	 18.58	ppm	Wet	0.0011	 72.50	ppm	Wet	0.0425	  0.00	ppm	Wet	0.0391	12818.88	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	601.66	ppm	Wet	0.0000	  7.36	vol-%	Wet	0.0000	Error
0	2022-10-19	10:39:25		EC1.LIB	  4.52	vol-%	Wet	0.0815	  6.35	vol-%	Wet	0.0189	  2.20	vol-%	Wet	0.0251	  3.52	ppm	Wet	0.0220	211.30	ppm	Wet	0.0185	  0.00	ppm	Wet	0.0030	  0.00	ppm	Wet	0.0490	133.61	ppm	Wet	0.0182	  0.61	ppm	Wet	0.0017	  9.50	ppm	Wet	0.0912	1610.53	ppm	Wet	0.0679	 45.61	ppm	Wet	0.0679	442.47	ppm	Wet	0.0195	  0.00	ppm	Wet	0.1016	 35.29	ppm	Wet	0.0017	163.74	ppm	Wet	0.0294	  0.00	ppm	Wet	0.0365	21965.97	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	1610.53	ppm	Wet	0.0000	  5.23	vol-%	Wet	0.0000	Error
0	2022-10-19	10:39:32		EC1.LIB	  4.04	vol-%	Wet	0.1033	  5.40	vol-%	Wet	0.0247	  2.45	vol-%	Wet	0.0253	  4.11	ppm	Wet	0.0265	211.83	ppm	Wet	0.0191	  0.09	ppm	Wet	0.0038	  0.00	ppm	Wet	0.0429	140.80	ppm	Wet	0.0229	  1.27	ppm	Wet	0.0029	 12.64	ppm	Wet	0.1162	2894.91	ppm	Wet	0.1008	 58.55	ppm	Wet	0.0850	552.61	ppm	Wet	0.0250	  0.00	ppm	Wet	0.1319	 35.92	ppm	Wet	0.0023	210.52	ppm	Wet	0.0270	  0.00	ppm	Wet	0.0246	24532.05	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	2894.91	ppm	Wet	0.0000	  5.40	vol-%	Wet	0.0000	Error
0	2022-10-19	10:39:43		EC1.LIB	  3.68	vol-%	Wet	0.1131	  5.40	vol-%	Wet	0.0248	  2.41	vol-%	Wet	0.0284	  4.66	ppm	Wet	0.0253	241.96	ppm	Wet	0.0225	  0.00	ppm	Wet	0.0049	  0.00	ppm	Wet	0.0460	148.29	ppm	Wet	0.0231	  0.76	ppm	Wet	0.0023	 13.47	ppm	Wet	0.1272	2033.70	ppm	Wet	0.0910	 52.96	ppm	Wet	0.0934	526.97	ppm	Wet	0.0251	  0.00	ppm	Wet	0.1469	 34.00	ppm	Wet	0.0023	231.71	ppm	Wet	0.0286	  0.00	ppm	Wet	0.0247	24103.21	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	2033.70	ppm	Wet	0.0000	  5.95	vol-%	Wet	0.0000	Error
0	2022-10-19	10:39:54		EC1.LIB	  3.82	vol-%	Wet	0.1068	  5.77	vol-%	Wet	0.0200	  2.14	vol-%	Wet	0.0264	  4.60	ppm	Wet	0.0239	223.44	ppm	Wet	0.0212	  0.00	ppm	Wet	0.0023	  0.00	ppm	Wet	0.0675	155.06	ppm	Wet	0.0201	  0.80	ppm	Wet	0.0020	 12.52	ppm	Wet	0.1202	1237.13	ppm	Wet	0.0800	 29.86	ppm	Wet	0.0813	362.41	ppm	Wet	0.0201	  0.00	ppm	Wet	0.1219	 26.77	ppm	Wet	0.0022	193.33	ppm	Wet	0.0510	  0.00	ppm	Wet	0.0575	21362.38	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	1237.13	ppm	Wet	0.0000	  7.03	vol-%	Wet	0.0000	Error
0	2022-10-19	10:40:06		EC1.LIB	  4.19	vol-%	Wet	0.0895	  6.44	vol-%	Wet	0.0148	  1.83	vol-%	Wet	0.0245	  3.65	ppm	Wet	0.0222	205.17	ppm	Wet	0.0191	  0.00	ppm	Wet	0.0015	  0.00	ppm	Wet	0.0669	159.74	ppm	Wet	0.0149	  0.84	ppm	Wet	0.0016	 10.36	ppm	Wet	0.1010	767.13	ppm	Wet	0.0653	 14.00	ppm	Wet	0.0645	223.19	ppm	Wet	0.0150	  0.00	ppm	Wet	0.0930	 20.20	ppm	Wet	0.0021	145.73	ppm	Wet	0.0438	  0.00	ppm	Wet	0.0485	18280.97	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	767.13	ppm	Wet	0.0000	  7.92	vol-%	Wet	0.0000	Error
0	2022-10-19	10:40:13		EC1.LIB	  4.51	vol-%	Wet	0.0741	  6.46	vol-%	Wet	0.0121	  1.53	vol-%	Wet	0.0227	  3.08	ppm	Wet	0.0206	204.10	ppm	Wet	0.0173	  2.21	ppm	Wet	0.0011	  0.00	ppm	Wet	0.0621	158.31	ppm	Wet	0.0122	  0.90	ppm	Wet	0.0014	  8.35	ppm	Wet	0.0843	503.74	ppm	Wet	0.0538	  3.84	ppm	Wet	0.0550	143.56	ppm	Wet	0.0121	  0.00	ppm	Wet	0.0714	 17.16	ppm	Wet	0.0017	110.76	ppm	Wet	0.0467	  0.00	ppm	Wet	0.0433	15271.69	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	503.74	ppm	Wet	0.0000	  8.75	vol-%	Wet	0.0000	Error
0	2022-10-19	10:40:23		EC1.LIB	  4.84	vol-%	Wet	0.0576	  6.30	vol-%	Wet	0.0104	  1.24	vol-%	Wet	0.0201	  2.68	ppm	Wet	0.0182	203.43	ppm	Wet	0.0153	  5.41	ppm	Wet	0.0009	  0.00	ppm	Wet	0.0531	153.49	ppm	Wet	0.0102	  0.44	ppm	Wet	0.0010	  5.25	ppm	Wet	0.0656	370.29	ppm	Wet	0.0410	  4.98	ppm	Wet	0.0443	 93.44	ppm	Wet	0.0101	  0.00	ppm	Wet	0.0559	 17.06	ppm	Wet	0.0013	 81.02	ppm	Wet	0.0490	  0.00	ppm	Wet	0.0465	12403.36	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	370.29	ppm	Wet	0.0000	  9.52	vol-%	Wet	0.0000	Error
0	2022-10-19	10:40:34		EC1.LIB	  3.91	vol-%	Wet	0.0778	  5.99	vol-%	Wet	0.0124	  1.64	vol-%	Wet	0.0222	  2.34	ppm	Wet	0.0201	201.36	ppm	Wet	0.0173	  2.02	ppm	Wet	0.0013	  0.00	ppm	Wet	0.0618	147.15	ppm	Wet	0.0124	  1.07	ppm	Wet	0.0014	  8.41	ppm	Wet	0.0878	721.85	ppm	Wet	0.0543	 10.73	ppm	Wet	0.0541	188.70	ppm	Wet	0.0125	  0.00	ppm	Wet	0.0697	 18.06	ppm	Wet	0.0019	108.40	ppm	Wet	0.0492	  0.00	ppm	Wet	0.0492	16415.96	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	721.85	ppm	Wet	0.0000	  7.41	vol-%	Wet	0.0000	Error
0	2022-10-19	10:40:46		EC1.LIB	  3.44	vol-%	Wet	0.1026	  4.91	vol-%	Wet	0.0239	  2.49	vol-%	Wet	0.0254	  2.78	ppm	Wet	0.0259	207.16	ppm	Wet	0.0194	  0.00	ppm	Wet	0.0037	  0.00	ppm	Wet	0.0435	151.42	ppm	Wet	0.0222	  1.12	ppm	Wet	0.0021	 12.17	ppm	Wet	0.1153	2226.99	ppm	Wet	0.0807	 55.29	ppm	Wet	0.0830	518.85	ppm	Wet	0.0242	  0.00	ppm	Wet	0.1258	 30.22	ppm	Wet	0.0022	204.12	ppm	Wet	0.0267	  0.00	ppm	Wet	0.0299	24854.73	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	2226.99	ppm	Wet	0.0000	  5.32	vol-%	Wet	0.0000	Error
0	2022-10-19	10:40:59		EC1.LIB	  3.35	vol-%	Wet	0.1179	  5.17	vol-%	Wet	0.0246	  2.58	vol-%	Wet	0.0282	  3.88	ppm	Wet	0.0266	213.19	ppm	Wet	0.0215	  0.00	ppm	Wet	0.0043	  0.00	ppm	Wet	0.0502	169.00	ppm	Wet	0.0230	  0.86	ppm	Wet	0.0023	 13.99	ppm	Wet	0.1328	2010.93	ppm	Wet	0.0896	 42.54	ppm	Wet	0.0923	517.03	ppm	Wet	0.0249	  0.00	ppm	Wet	0.1417	 29.49	ppm	Wet	0.0024	226.38	ppm	Wet	0.0287	  0.00	ppm	Wet	0.0298	25804.92	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	2010.93	ppm	Wet	0.0000	  5.68	vol-%	Wet	0.0000	Error
0	2022-10-19	10:41:06		EC1.LIB	  3.12	vol-%	Wet	0.1246	  5.26	vol-%	Wet	0.0226	  2.53	vol-%	Wet	0.0315	  4.45	ppm	Wet	0.0285	228.09	ppm	Wet	0.0247	  0.00	ppm	Wet	0.0034	  0.00	ppm	Wet	0.0616	177.52	ppm	Wet	0.0212	  0.75	ppm	Wet	0.0022	 14.41	ppm	Wet	0.1397	1544.84	ppm	Wet	0.0936	 26.26	ppm	Wet	0.0911	447.73	ppm	Wet	0.0228	  0.00	ppm	Wet	0.1366	 21.51	ppm	Wet	0.0027	219.56	ppm	Wet	0.0408	  0.00	ppm	Wet	0.0450	25293.48	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	1544.84	ppm	Wet	0.0000	  6.35	vol-%	Wet	0.0000	Error
0	2022-10-19	10:41:16		EC1.LIB	  2.97	vol-%	Wet	0.1198	  4.94	vol-%	Wet	0.0201	  2.40	vol-%	Wet	0.0301	  4.04	ppm	Wet	0.0276	222.22	ppm	Wet	0.0239	  0.00	ppm	Wet	0.0025	  0.00	ppm	Wet	0.0669	181.26	ppm	Wet	0.0190	  1.49	ppm	Wet	0.0021	 13.71	ppm	Wet	0.1346	1323.20	ppm	Wet	0.0898	 20.00	ppm	Wet	0.0850	404.43	ppm	Wet	0.0203	  0.00	ppm	Wet	0.1256	 17.13	ppm	Wet	0.0027	202.34	ppm	Wet	0.0533	  0.00	ppm	Wet	0.0591	24012.75	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	1323.20	ppm	Wet	0.0000	  7.44	vol-%	Wet	0.0000	Error
0	2022-10-19	10:41:28		EC1.LIB	  3.45	vol-%	Wet	0.0965	  5.59	vol-%	Wet	0.0161	  2.03	vol-%	Wet	0.0258	  3.41	ppm	Wet	0.0239	209.97	ppm	Wet	0.0201	  6.03	ppm	Wet	0.0013	  0.00	ppm	Wet	0.0707	183.06	ppm	Wet	0.0157	  1.23	ppm	Wet	0.0017	 11.11	ppm	Wet	0.1090	965.43	ppm	Wet	0.0693	  7.46	ppm	Wet	0.0710	243.92	ppm	Wet	0.0157	  0.00	ppm	Wet	0.0973	 15.29	ppm	Wet	0.0023	147.97	ppm	Wet	0.0702	  0.00	ppm	Wet	0.0719	20314.40	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	965.43	ppm	Wet	0.0000	  8.70	vol-%	Wet	0.0000	Error
0	2022-10-19	10:41:40		EC1.LIB	  4.98	vol-%	Wet	0.0496	  5.89	vol-%	Wet	0.0129	  1.33	vol-%	Wet	0.0208	  2.36	ppm	Wet	0.0190	198.35	ppm	Wet	0.0147	  0.00	ppm	Wet	0.0011	  0.00	ppm	Wet	0.0512	178.13	ppm	Wet	0.0117	  0.58	ppm	Wet	0.0009	  4.38	ppm	Wet	0.0563	459.18	ppm	Wet	0.0390	  8.58	ppm	Wet	0.0392	 87.80	ppm	Wet	0.0125	  0.00	ppm	Wet	0.0504	 15.62	ppm	Wet	0.0011	 80.49	ppm	Wet	0.0319	  0.00	ppm	Wet	0.0315	13275.09	ppm	Wet	0.0000	  0.00	ppm	Wet	0.0000	459.18	ppm	Wet	0.0000	  9.85	vol-%	Wet	0.0000	Error
